9mLYmkonWZQ,931.79,0.24586799999999998,0.0,0.706612,0.625,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,931.84,0.243802,0.0,0.702479,0.622222,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,931.88,0.243802,0.0,0.7004130000000001,0.625,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,931.91,0.243802,0.0,0.7004130000000001,0.627778,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,931.96,0.243802,0.0,0.7004130000000001,0.633333,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.0,0.24586799999999998,0.0,0.704545,0.638889,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.03,0.24793400000000002,0.0,0.706612,0.641667,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.08,0.25,0.0,0.7107439999999999,0.6472220000000001,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.11,0.254132,0.0,0.71281,0.65,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.15,0.256198,0.0,0.7148760000000001,0.652778,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.2,0.256198,0.0,0.716942,0.658333,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.23,0.256198,0.0,0.719008,0.661111,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.28,0.254132,0.0,0.721074,0.6638890000000001,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.32,0.252066,0.0,0.721074,0.6694439999999999,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.35,0.25,0.0,0.719008,0.6694439999999999,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.4,0.25,0.0,0.719008,0.672222,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.44,0.24793400000000002,0.0,0.716942,0.675,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.47,0.24793400000000002,0.0,0.719008,0.677778,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
9mLYmkonWZQ,932.52,0.25,0.0,0.721074,0.680556,NOT_SPEAKING,9mLYmkonWZQ_0900_0960:7,01NA
